iter	Passed	Remaining
0	70	4136
1	103	2989
2	153	2920
3	164	2306
4	205	2263
5	252	2268
6	298	2260
7	335	2179
8	382	2166
9	435	2176
10	458	2044
11	486	1944
12	512	1852
13	540	1775
14	551	1654
15	600	1652
16	641	1622
17	699	1632
18	725	1565
19	752	1504
20	777	1444
21	802	1386
22	832	1339
23	860	1291
24	888	1244
25	913	1194
26	940	1149
27	969	1108
28	996	1064
29	1021	1021
30	1054	986
31	1087	951
32	1117	914
33	1165	891
34	1190	850
35	1215	810
36	1239	770
37	1265	732
38	1293	696
