iter	Passed	Remaining
0	21	1271
1	47	1381
2	62	1179
3	87	1218
4	115	1274
5	140	1261
6	150	1142
7	179	1164
8	200	1137
9	228	1140
10	256	1140
11	284	1137
12	309	1117
13	332	1092
14	357	1071
15	383	1055
16	432	1094
17	463	1081
18	510	1101
19	563	1127
20	589	1094
21	626	1082
22	651	1048
23	676	1014
24	699	978
25	745	975
26	792	968
27	823	940
28	877	937
29	907	907
30	944	883
31	996	871
